0,-0.31413
1.5663e-06,-0.31413
3.0859e-06,-0.31413
4.5603e-06,-0.31413
5.9907e-06,-0.31413
7.3784e-06,-0.31413
8.7248e-06,-0.31413
1.0031e-05,-0.31413
1.1298e-05,-0.31413
1.2528e-05,-0.31413
1.3721e-05,-0.31413
1.4878e-05,-0.31413
1.6001e-05,-0.31413
1.709e-05,-0.31413
1.8147e-05,-0.31413
1.9173e-05,-0.31413
2.0168e-05,-0.31413
2.1133e-05,-0.31413
2.2069e-05,-0.31413
2.2978e-05,-0.31413
2.3859e-05,-0.31413
2.4714e-05,-0.31413
2.5544e-05,-0.31413
2.6349e-05,-0.31413
2.713e-05,-0.31413
2.7887e-05,-0.31413
2.8623e-05,-0.31413
2.9336e-05,-0.31413
3.0028e-05,-0.31413
3.0699e-05,-0.31413
3.135e-05,-0.31413
3.1982e-05,-0.31413
3.2595e-05,-0.31413
3.319e-05,-0.31413
3.3767e-05,-0.31413
3.4327e-05,-0.31413
3.487e-05,-0.31413
3.5397e-05,-0.31413
3.5908e-05,-0.31413
3.6404e-05,-0.31412
3.6885e-05,-0.31412
3.7352e-05,-0.31411
3.7805e-05,-0.3141
3.8245e-05,-0.31409
3.8671e-05,-0.31407
3.9085e-05,-0.31405
3.9486e-05,-0.31402
3.9875e-05,-0.31397
4.0253e-05,-0.31392
4.062e-05,-0.31385
4.0975e-05,-0.31375
4.132e-05,-0.31364
4.1655e-05,-0.31349
4.198e-05,-0.31331
4.2295e-05,-0.31308
4.26e-05,-0.3128
4.2897e-05,-0.31246
4.3185e-05,-0.31205
4.3464e-05,-0.31155
4.3735e-05,-0.31096
4.3997e-05,-0.31026
4.4252e-05,-0.30944
4.4499e-05,-0.30848
4.4739e-05,-0.30737
4.4972e-05,-0.3061
4.5198e-05,-0.30466
4.5417e-05,-0.30302
4.563e-05,-0.30119
4.5836e-05,-0.29914
4.6036e-05,-0.29688
4.623e-05,-0.2944
4.6419e-05,-0.2917
4.6601e-05,-0.28877
4.6779e-05,-0.28562
4.6951e-05,-0.28225
4.7117e-05,-0.27868
4.7279e-05,-0.2749
4.7436e-05,-0.27094
4.7589e-05,-0.26679
4.7737e-05,-0.26248
4.788e-05,-0.25802
4.8019e-05,-0.25343
4.8154e-05,-0.24871
4.8285e-05,-0.24388
4.8412e-05,-0.23897
4.8536e-05,-0.23397
4.8655e-05,-0.2289
4.8771e-05,-0.22379
4.8884e-05,-0.21863
4.8993e-05,-0.21345
4.9099e-05,-0.20824
4.9202e-05,-0.20303
4.9302e-05,-0.19782
4.9399e-05,-0.19262
4.9493e-05,-0.18743
4.9584e-05,-0.18227
4.9672e-05,-0.17715
4.9758e-05,-0.17206
4.9841e-05,-0.16701
4.9922e-05,-0.16201
5e-05,-0.15707
5.0078e-05,-0.15212
5.0159e-05,-0.14712
5.0242e-05,-0.14208
5.0328e-05,-0.13699
5.0416e-05,-0.13186
5.0507e-05,-0.1267
5.0601e-05,-0.12152
5.0698e-05,-0.11632
5.0798e-05,-0.11111
5.0901e-05,-0.10589
5.1007e-05,-0.10069
5.1116e-05,-0.095503
5.1229e-05,-0.090346
5.1345e-05,-0.08523
5.1464e-05,-0.080167
5.1588e-05,-0.075169
5.1715e-05,-0.07025
5.1846e-05,-0.065425
5.1981e-05,-0.060707
5.212e-05,-0.056111
5.2263e-05,-0.051651
5.2411e-05,-0.047342
5.2564e-05,-0.043198
5.2721e-05,-0.039232
5.2883e-05,-0.035456
5.3049e-05,-0.031881
5.3221e-05,-0.028515
5.3399e-05,-0.025366
5.3581e-05,-0.022438
5.377e-05,-0.019734
5.3964e-05,-0.017253
5.4164e-05,-0.014993
5.437e-05,-0.01295
5.4583e-05,-0.011115
5.4802e-05,-0.0094795
5.5028e-05,-0.0080329
5.5261e-05,-0.0067627
5.5501e-05,-0.0056558
5.5748e-05,-0.0046986
5.6003e-05,-0.0038769
5.6265e-05,-0.003177
5.6536e-05,-0.0025853
5.6815e-05,-0.002089
5.7103e-05,-0.0016758
5.74e-05,-0.0013344
5.7705e-05,-0.0010547
5.802e-05,-0.0008272
5.8345e-05,-0.00064371
5.868e-05,-0.0004969
5.9025e-05,-0.00038042
5.938e-05,-0.00028879
5.9747e-05,-0.00021732
6.0125e-05,-0.00016207
6.0514e-05,-0.00011974
6.0915e-05,-8.7627e-05
6.1329e-05,-6.3487e-05
6.1755e-05,-4.5521e-05
6.2195e-05,-3.2286e-05
6.2648e-05,-2.2638e-05
6.3115e-05,-1.568e-05
6.3596e-05,-1.0718e-05
6.4092e-05,-7.2195e-06
6.4603e-05,-4.7827e-06
6.513e-05,-3.1062e-06
6.5673e-05,-1.9675e-06
6.6233e-05,-1.2044e-06
6.681e-05,-7.0037e-07
6.7405e-05,-3.7244e-07
6.8018e-05,-1.6264e-07
6.865e-05,-3.0936e-08
6.9301e-05,4.9879e-08
6.9972e-05,9.8029e-08
7.0664e-05,1.2552e-07
7.1377e-05,1.4015e-07
7.2113e-05,1.4687e-07
7.287e-05,1.488e-07
7.3651e-05,1.4785e-07
7.4456e-05,1.4517e-07
7.5286e-05,1.4145e-07
7.6141e-05,1.3708e-07
7.7022e-05,1.3229e-07
7.7931e-05,1.2719e-07
7.8867e-05,1.2187e-07
7.9832e-05,1.1633e-07
8.0827e-05,1.1061e-07
8.1853e-05,1.047e-07
8.291e-05,9.8599e-08
8.3999e-05,9.2312e-08
8.5122e-05,8.5831e-08
8.6279e-05,7.9149e-08
8.7472e-05,7.2262e-08
8.8702e-05,6.5161e-08
8.9969e-05,5.784e-08
9.1275e-05,5.0292e-08
9.2622e-05,4.2504e-08
9.4009e-05,3.4464e-08
9.544e-05,2.6141e-08
9.6914e-05,1.7469e-08
9.8434e-05,8.2744e-09
0.0001,0
